CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,PANDEMIC,CASEWGT,PSUSTRAT,VERSION
16217,2020,33,2,1-33-2020-002-03,3,1,1,11:54,2,2,0,0,0,0,4,2,2,1,"Vehicles #1 and #2 were traveling northwest in lane three of a four lane divided roadway, approaching a four way intersection. V2 stopped at the intersection. V1, which was traveling behind V1,swerved left and the front plane of V1 contacted the back plane of V2. V1 continued to travel northwest through the intersection, then departed the road to the right and the front plane of V1 contacted a guardrail. V2 came to rest facing north just past the point of impact. V1 came to rest facing northwest against the guardrail.",0,66.5024396810546,12,5
16218,2020,33,3,1-33-2020-003-08,8,1,4,10:25,2,1,2,9,1,0,3,2,1,0,"Vehicle #1 was traveling south on a two lane undivided roadway. V1 departed the road to the right, then re-entered the roadway. V1 began yawing counter-clockwise, crossed over the south and northbound travel lanes, and departed the roadway to the left. The front plane of V1 contacted a rocky embankment, pitching V1 up and causing it to increase its counter-clockwise yaw. V1 then rolled over eight quarter turns to the right and came to rest facing west straddling the northbound travel lane and the west road edge.",0,53.4278758747199,12,5
16668,2020,29,33,1-29-2020-033-04,4,2,6,19:17,1,2,0,0,0,0,0,2,2,4,"V1 was traveling southbound in the first lane of a two lane, two-way roadway approaching an intersection. V2 was traveling westbound in the first lane of a two lane, two-way roadway approaching the intersection. A non-contact vehicle, ahead of V2, stopped to let V1 continue travel southbound through intersection.  V2 was attempting to take a left turn at the intersection to continue traveling southbound. Both V1 and V2 entered the intersection at the same time. The frontal plane of V1 impacted the right side plane of V2. Both V1 and V2 were at final rest on the roadway facing southbound.",0,268.88083905403,2,5
16669,2020,15,14,1-15-2020-014-03,3,3,2,01:43,1,2,99,99,0,0,9,9,9,4,"V1 was traveling westbound on a two way roadway with a single lane of travel in each direction. V2 was traveling northbound on a two way roadway with two lanes of travel in each direction. At the above intersection, the frontal plane of V2 made contact with the left side plane of V1. V1 then continued westbound and left the scene of the crash. V2 came to final rest on the roadway.",0,15.8671903219006,1,5
16670,2020,15,15,1-15-2020-015-09,9,2,4,20:10,1,2,99,99,0,0,8,9,9,2,V1 was traveling northbound on a two way roadway with a single lane of travel in each direction. V2 was traveling southbound on a two way roadway with a single lane of travel in each direction. V1 departed the lane on the left side and the frontal plane of V1 made contact with the frontal plane of V2. V1 left the scene of the crash. V2 came to final rest on the roadway.,0,90.8705181633341,1,5
16457,2020,10,21,1-10-2020-021-06,6,2,2,08:00,1,2,99,99,0,0,0,9,9,4,"V1 was traveling west in the second lane on a five-lane, non-physically divided roadway. V2 was traveling north in the second lane on a four-lane, one-way, roadway. V1 and V2 entered intersection. The left of V1 impacted with the front of V2. Due to impact force, V2 rotated counter clockwise and came to final rest in intersection facing north. V1 continued traveling west.",1,296.669380398689,4,5
16458,2020,10,22,1-10-2020-022-01,1,2,7,01:30,4,1,6,75,1,1,1,9,1,0,"V1 was traveling north, in the first lane, on a two-way, non-physically divided roadway. V1 departed lane and roadway to the left. The front of V1 impacted with a utility pole (event 1). The front of V1 then impacted a fence (event 2). V1 rotated counter clockwise. The right side of V1 then impacted with a fence (event 3) and continued in a counter clockwise rotation. V1's wheels tripped over the ground and rolled right side leading for a total of four quarter turns (event 4). V1 came to final rest on all four wheels facing southwest on private property.",0,20.7611405952343,4,5
16460,2020,10,24,1-10-2020-024-06,6,2,5,18:54,3,3,99,99,0,0,5,2,2,4,"V1 was westbound in the second lane on a four-lane, non-physically divided roadway. V2 was northbound in the second lane on a four-lane, non-physically divided roadway. V3 was southbound in the first lane on a five-lane, non-physically divided roadway. All three vehicles entered the intersection. The front of V2 impacted with the left side of V1 (Event 1). The force of the impact caused left side of V1 to impact with the right side of V2 (Event 2). Impact forces caused V1 to rotate counterclockwise. The right of V1 then impacted with the front of V3 (Event 3). V3 came to final rest facing south in the intersection. V2 came to final rest in the intersection facing west. V1 continued westbound.",1,296.669380398689,4,5
16461,2020,27,8,1-27-2020-008-07,7,2,1,08:47,2,1,0,0,0,0,0,9,9,0,"V1 was traveling east in lane one of a two-lane, two-way road. V1 lost control after hitting black ice and departed the right side of the road where it's front undercarriage struck a pile of small rocks. V1 impacted a chain link fence with it's front plane. V1 then reentered the road and came to rest in it's original lane of travel.",0,207.093630054083,3,5
16463,2020,29,21,1-29-2020-021-06,6,2,2,18:18,2,1,0,0,0,0,0,1,9,0,"V1 was traveling westbound in the first lane of a two lane, two-way roadway approaching an intersection. V1 attempted to take a right turn to travel northbound. V1 departed the roadway on the right side. The right front tire of V1 impacted the curb. V1 continued forward and the frontal plane impacted a pole. V1 was at final rest off the roadway facing northbound.",0,90.1206971356379,2,5
16465,2020,29,23,1-29-2020-023-03,3,2,3,18:45,1,2,0,0,0,0,4,9,9,4,V1 was traveling eastbound in the first lane of a two lane two-way roadway approaching an intersection. V2 was traveling northbound in the first lane of a single lane roadway approaching the same intersection. V1 and V2 continued straight through the intersection. The frontal plane of V1 contacted the right side plane of V2.,0,38.6002296462193,2,5
17377,2020,32,62,1-32-2020-062-01,1,4,7,22:15,1,1,4,17,4,1,1,2,2,0,"V1 was traveling north on a four lane undivided roadway approaching a 4 way intersection in lane 2. V1 passed through the intersection and lost control, V1 began to rotate clockwise and departed the roadway to the right. V1 then rolled right side leading an unknown amount of quarter turns. V1 came to rest in a grassy area east of the roadway on it's roof.",1,63.2277027231979,7,5
17378,2020,29,62,1-29-2020-062-06,6,5,7,17:00,1,2,1,2,1,0,6,2,2,4,V1 was traveling southbound in the first lane of a two lane two-way roadway approaching an intersection. V2 was traveling westbound in the first lane of a two lane two-way roadway approaching the same intersection. V1 attempted to turn left to travel eastbound. The left side plane of V1 was impacted by the frontal plane of V2. V1 came to final rest in the roadway facing west. V2 came to a controlled stop & final rest was off the roadway facing west.,1,30.0513207329806,2,5
17379,2020,29,63,1-29-2020-063-07,7,5,5,17:26,1,2,1,1,1,0,0,2,2,1,"V1 was traveling southbound in the first lane of a four lane, two-way roadway behind V2. V2 was traveling southbound in the first lane of a four lane, two-way roadway ahead of V1. V2 stopped in the roadway due to traffic. The front plane of V1 impacted the rear plane of V2. Both vehicles were at final rest in the roadway facing southbound.",1,84.0551642844822,2,5
17380,2020,29,64,1-29-2020-064-08,8,5,4,18:58,5,2,9,97,2,0,8,9,9,5,"V1 was traveling southbound in the first lane of a four lane two-way roadway. V2 was traveling southbound in the first lane of a four lane two-way roadway ahead of V1. V1 departed the roadway to the right in an attempt to pass V1. The left side plane of V1 impacted the right side plane of V2 (Event 1). The frontal plane of V1 then contacted a pole (Event 2). V1 continued forward off the roadway and the frontal plane contacted a wall (Event 3) and a fence (Event 4).   V1 then entered a clockwise yaw and rolled 2 quarter turns, left side leading (Event 5).  V1 came to final rest in the roadway on it's top facing north. V2 came to final rest in the roadway facing south.",1,28.6456041841174,2,5
17381,2020,29,65,1-29-2020-065-06,6,5,1,18:27,1,2,99,99,0,0,9,2,2,4,"V1 was traveling westbound in the first lane of a three lane, two-way roadway approaching an intersection. V2 was traveling southbound in the first lane of a two lane, two-way roadway approaching the intersection. V2 proceeded to go through the intersection but stopped to allow a non-contact vehicle to pass through. V2 then attempted to turn left to travel eastbound and V1 entered the intersection. The frontal plane of V1 impacted the left side plane of V2. Both vehicles were at final rest in the roadway: V1 facing west and V2 facing south.",1,26.0722690609517,2,5
17360,2020,52,65,1-52-2020-065-03,3,4,4,02:04,3,1,1,1,1,0,4,2,1,0,"V1 was traveling East on a two lane two-way road. V1 exited roadway right side the front of V1 contacted a light pole, then a steel pole and then contacting the left front of V2 which was unoccupied and legally parked. V1 came to rest after impact with V2 Facing North.",1,41.6861355806493,12,5
17361,2020,52,66,1-52-2020-066-03,3,4,5,09:45,1,2,9,97,1,0,9,2,2,4,V1 was traveling northbound on a two lane non-physically divided roadway.  V2 was traveling southbound on the same non-physically divided two lane roadway.  V1 attempted to make a left hand turn.  The front of V2 made contact with the right side of V1.  The vehicles came to rest near impact.,1,41.6861355806493,12,5
17362,2020,28,30,1-28-2020-030-01,1,5,6,13:20,2,1,9,97,1,0,1,9,9,0,"V1 was east bound on a two lane, non divided bidirectional roadway negotiating a curve to the left. V1 departed the roadway to the right. As V1 returned to the roadway it started to rotate counter clockwise. V1 crossed over both lanes of travel exiting the road to the left. As V1 exited the roadway to the left it started to rotate clockwise. V1's frontal plane impacted a set of cement lawn ornaments. V1's left plane then impacted a tree, causing the vehicle to rotate counter clockwise again. V1 came to final rest in a ditch facing south.",1,47.266210623886,3,5
17363,2020,28,31,1-28-2020-031-07,7,5,4,07:25,3,1,0,0,0,0,0,2,2,0,"V1 was traveling in a western direction on a two lane, non divided bidirectional roadway, when a deer entered V1's lane of travel. V1 attempted to avoid striking the animal, steering to the left, where it left the roadway to the left, and struck the guardrail three times with its frontal plane before coming to final rest on the left side of the roadway.",1,344.971799040647,3,5
20329,2020,21,172,1-21-2020-172-03,3,11,4,15:05,1,2,1,2,2,0,4,9,9,4,"V1 was traveling north through an intersection, and was in lane 2 (of four lanes) on a two-way (not physically divided) trafficway.  V2 was traveling west through the same intersection, and was in lane 1 (of two lanes) on a two-way (not physically divided) trafficway.  In the intersection, the front end of V1 came into contact with the left side of V2.  V1 came to rest on its wheels facing a northerly direction in the center of the trafficway, north of the intersection.  V2 came to rest on its wheels facing a northwesterly direction in the northeast quadrant of the intersection.",0,503.006787062602,11,5
20400,2020,73,102,1-73-2020-102-06,6,11,6,14:31,3,1,1,1,2,0,0,9,9,0,"V1 was traveling north on a two-way, two-lane, undivided roadway. V1 was negotiating a left curve where it departed the right road edge, returned to the road, departed its lane to the left, returned to its lane then departed the right road edge where it traveled down an embankment, The front contacted a tree then a second tree. V1 then rolled back into a third tree where it came to rest facing north.",0,49.0584819988605,3,5
20401,2020,52,209,1-52-2020-209-06,6,12,7,18:55,3,2,1,1,2,0,4,2,2,4,"Vehicle 1 was traveling north in lane 4 on a 4-lane divided roadway approaching an intersection to make a left turn. Vehicle 2 was traveling south in lane 3 on a 5-lane divided roadway approaching the same intersection. Both vehicles entered the intersection and as V1 was turning left and V2 was traveling straight, the front of V2 contacted the right side of V1. V1 rotated clockwise where it departed the curb edge of a raised concrete median island and its back plane contacted a reflector post then its left side contacted a stop sign post. V1 came to rest next to the stop sign facing northeast. V2 continued forward and came to rest on the roadway facing southwest.",0,101.667314235579,12,5
